topic_id,topic_label,n_docs,ai_sentiment_mean,human_sentiment_mean,admiration_mean,gratitude_mean,love_mean,sadness_mean,grief_mean,nervousness_mean
17,loss / grief / sorry loss,98,0.625,1.0,0.07367173763709522,0.12210244258535474,0.11798302264591888,0.4168032581065021,0.019067620548208205,0.020495111528102176
18,que / est / pour,96,0.12,1.0,0.019904553668917895,0.002958308930222605,0.01015832242774195,0.011780736846655296,0.0005792863850426025,0.0008390736946542651
19,looks great / looks / dress,89,1.0,,0.5141463275564563,0.08262456215988698,0.15576579354983347,0.0027038816521545933,0.0005230367918802279,0.0006222368217677695
20,clickbait / bait / click bait,84,-0.8,1.0,0.010139697485664371,0.03444097832834814,0.010415880768483649,0.005230976375363146,0.0005907698604070381,0.0016122427415601642
21,voice / voice mode / read aloud,83,0.0,,0.06440309133010366,0.16212326973723667,0.032257095413389114,0.028999955118465495,0.001671561734619023,0.0053246258228529155
22,memories / memory / saved,82,-0.26666666666666666,,0.035145812686362375,0.061817747906521926,0.06431735920501169,0.027848960736641525,0.001523061094769396,0.003567781125439513
23,subscription / cancelled / cancel,79,-0.7,-1.0,0.02839069273263876,0.03415227963429245,0.004309259958143782,0.026108971164382027,0.0011818789058406188,0.002678610660029646
25,crying / tears / tear,78,-0.2,1.0,0.11182577309918064,0.1267824222181494,0.08618899485102305,0.5268416873430117,0.022978266148129478,0.00700245616145623
24,chocolate / honey / rose,78,1.0,1.0,0.10715120831707445,0.044957194446163695,0.10943014594280005,0.008993786794748396,0.0006425768153395695,0.001180171889875335
26,images / pictures / image,76,,1.0,0.545297178530171,0.22166736767011522,0.3289738608842814,0.007528000708062839,0.0009057091163796079,0.000728292419999458
27,thank sharing / sharing / sharing thank,75,1.0,1.0,0.27445398121140896,0.947721096308281,0.07741483466544499,0.01471503931020076,0.001736987203087968,0.0010868823697092011
28,claude / chatgpt / chat,75,0.3333333333333333,0.0,0.12695313113275916,0.0409369679823673,0.04861411950395753,0.022883198257768526,0.0012874700484098868,0.008193734796174492
29,sonnet / claude sonnet / api,73,0.0,-0.3333333333333333,0.1250802675845765,0.05489903410628744,0.07026796615746332,0.012461941627058366,0.001068451639969693,0.011343213534803921
30,try / thanks / thanks try,70,1.0,1.0,0.09649858215291585,0.6898683868733185,0.009613478489752327,0.01087106657131309,0.0013157330810957188,0.0010825467474725363
